Query,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
Hugh Hefner & Holly Madison,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,29.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,15.0,34.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,13.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Danity Kane,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,100.0,55.0,40.0,30.0,28.0,19.0,13.0,9.0,8.0,5.0,6.0,7.0,6.0,4.0,4.0,3.0,3.0,9.0,18.0,43.0,29.0,21.0,19.0,16.0,17.0,20.0,46.0,14.0,10.0,8.0,14.0,9.0,13.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Aniston & John Mayer,0,0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,97.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,11.0,44.0,76.0,25.0,0.0,0.0,0.0,32.0,37.0,35.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,7.0,13.0,8.0,12.0,0.0,0.0,0.0,9.0,11.0,8.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,9.0
Taylor Swift & Joe Jonas,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,22.0,11.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,12.0,0.0,0.0,0.0,13.0,0.0,7.0,12.0,24.0,9.0,7.0,13.0,16.0,5.0,0.0,6.0,0.0,4.0,0.0,6.0,5.0,5.0,5.0,12.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,13.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
Jessica Simpson & Tony Romo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,58.0,0.0,30.0,17.0,0.0,0.0,0.0,34.0,0.0,22.0,0.0,12.0,0.0,0.0,0.0,19.0,31.0,100.0,0.0,15.0,35.0,43.0,28.0,0.0,12.0,0.0,16.0,0.0,8.0,11.0,13.0,10.0,0.0,13.0,0.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
With You,24,22,22.0,23.0,19.0,19.0,19.0,20.0,19.0,19.0,18.0,19.0,20.0,20.0,21.0,21.0,24.0,23.0,24.0,24.0,23.0,25.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,25.0,24.0,25.0,25.0,24.0,25.0,24.0,25.0,24.0,27.0,26.0,25.0,25.0,27.0,26.0,27.0,29.0,32.0,34.0,36.0,37.0,39.0,38.0,37.0,35.0,35.0,34.0,36.0,36.0,36.0,38.0,37.0,39.0,39.0,40.0,45.0,48.0,47.0,46.0,49.0,48.0,47.0,47.0,47.0,46.0,47.0,48.0,47.0,47.0,48.0,48.0,52.0,53.0,55.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0,55.0,54.0,55.0,55.0,57.0,56.0,56.0,54.0,55.0,56.0,55.0,54.0,55.0,58.0,55.0,54.0,57.0,56.0,57.0,55.0,57.0,56.0,55.0,55.0,58.0,56.0,56.0,55.0,52.0,56.0,56.0,54.0,56.0,61.0,53.0,54.0,53.0,53.0,54.0,54.0,55.0,56.0,59.0,58.0,60.0,60.0,56.0,57.0,59.0,57.0,57.0,59.0,61.0,62.0,59.0,60.0,60.0,63.0,60.0,58.0,56.0,62.0,60.0,58.0,59.0,63.0,65.0,66.0,65.0,64.0,60.0,60.0,62.0,63.0,66.0,63.0,63.0,67.0,64.0,65.0,63.0,66.0,61.0,62.0,63.0,62.0,67.0,64.0,65.0,66.0,68.0,64.0,65.0,66.0,64.0,65.0,63.0,68.0,66.0,61.0,69.0,73.0,76.0,82.0,98.0,93.0,83.0,82.0,79.0,85.0,86.0,77.0,80.0,84.0,84.0,83.0,82.0,86.0,79.0,83.0,81.0,86.0,86.0,85.0,90.0,100.0,100.0,97.0,98.0,95.0,95.0,96.0,89.0,90.0,93.0,94.0,87.0,95.0,98.0,95.0,90.0
My Life,55,53,50.0,45.0,51.0,53.0,46.0,44.0,51.0,54.0,55.0,58.0,48.0,46.0,48.0,50.0,47.0,46.0,46.0,45.0,48.0,50.0,47.0,50.0,50.0,51.0,50.0,52.0,51.0,49.0,49.0,45.0,48.0,47.0,48.0,50.0,49.0,49.0,49.0,49.0,51.0,51.0,46.0,49.0,49.0,48.0,48.0,50.0,49.0,50.0,51.0,50.0,58.0,53.0,53.0,65.0,66.0,68.0,59.0,60.0,65.0,76.0,90.0,82.0,78.0,79.0,71.0,72.0,77.0,76.0,78.0,78.0,75.0,82.0,81.0,77.0,74.0,68.0,74.0,72.0,75.0,77.0,82.0,88.0,85.0,85.0,82.0,78.0,75.0,76.0,73.0,75.0,73.0,70.0,70.0,67.0,66.0,65.0,67.0,69.0,67.0,69.0,66.0,64.0,63.0,55.0,62.0,66.0,64.0,64.0,62.0,60.0,58.0,60.0,55.0,56.0,54.0,68.0,100.0,85.0,82.0,78.0,75.0,75.0,73.0,66.0,65.0,65.0,61.0,60.0,61.0,60.0,70.0,65.0,66.0,63.0,60.0,60.0,57.0,61.0,65.0,56.0,57.0,55.0,60.0,61.0,58.0,58.0,57.0,60.0,58.0,56.0,58.0,59.0,54.0,57.0,59.0,58.0,55.0,56.0,54.0,55.0,52.0,53.0,54.0,58.0,63.0,59.0,59.0,57.0,58.0,53.0,52.0,51.0,54.0,54.0,54.0,51.0,59.0,57.0,62.0,63.0,58.0,56.0,58.0,58.0,57.0,54.0,53.0,49.0,49.0,50.0,55.0,54.0,51.0,59.0,59.0,53.0,52.0,50.0,53.0,50.0,51.0,53.0,53.0,56.0,53.0,53.0,50.0,49.0,49.0,51.0,49.0,47.0,44.0,48.0,53.0,54.0,52.0,55.0,57.0,53.0,55.0,54.0,53.0,51.0,49.0,52.0,52.0,54.0,50.0,50.0
Love Song,45,57,54.0,47.0,44.0,45.0,45.0,42.0,44.0,44.0,45.0,45.0,47.0,48.0,47.0,47.0,46.0,44.0,48.0,43.0,43.0,42.0,42.0,45.0,45.0,48.0,43.0,44.0,45.0,40.0,41.0,41.0,40.0,46.0,42.0,39.0,41.0,49.0,42.0,42.0,45.0,44.0,44.0,43.0,44.0,47.0,46.0,66.0,61.0,75.0,67.0,61.0,66.0,64.0,62.0,54.0,56.0,51.0,49.0,49.0,49.0,55.0,54.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,50.0,52.0,50.0,56.0,53.0,57.0,59.0,61.0,65.0,64.0,57.0,58.0,59.0,56.0,53.0,59.0,54.0,62.0,64.0,73.0,95.0,92.0,93.0,89.0,82.0,79.0,78.0,83.0,67.0,64.0,62.0,61.0,59.0,61.0,63.0,58.0,59.0,60.0,60.0,68.0,61.0,62.0,65.0,57.0,60.0,60.0,53.0,54.0,54.0,54.0,54.0,61.0,55.0,56.0,59.0,59.0,61.0,62.0,60.0,74.0,69.0,67.0,64.0,69.0,63.0,65.0,63.0,66.0,64.0,66.0,60.0,61.0,64.0,67.0,66.0,73.0,73.0,72.0,78.0,82.0,87.0,100.0,90.0,94.0,90.0,93.0,86.0,91.0,88.0,89.0,87.0,94.0,94.0,88.0,69.0,69.0,67.0,75.0,72.0,77.0,70.0,69.0,70.0,71.0,78.0,81.0,81.0,80.0,72.0,69.0,66.0,69.0,65.0,59.0,59.0,62.0,60.0,60.0,58.0,55.0,57.0,51.0,51.0,56.0,49.0,53.0,50.0,47.0,50.0,49.0,47.0,43.0,42.0,43.0,44.0,45.0,41.0,40.0,43.0,38.0,40.0,39.0,39.0,40.0,38.0,38.0,44.0,47.0,43.0,42.0,42.0,42.0,44.0,41.0,38.0,38.0,38.0,39.0,38.0,41.0,40.0,36.0
Lollipop,5,5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,10.0,23.0,42.0,44.0,37.0,26.0,19.0,17.0,14.0,14.0,13.0,13.0,12.0,11.0,14.0,13.0,12.0,13.0,13.0,11.0,12.0,11.0,11.0,12.0,14.0,15.0,15.0,14.0,13.0,13.0,12.0,10.0,11.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,19.0,42.0,20.0,15.0,15.0,13.0,14.0,15.0,25.0,16.0,14.0,13.0,12.0,11.0,10.0,11.0,12.0,11.0,10.0,11.0,11.0,11.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,28.0,84.0,68.0,74.0,93.0,92.0,100.0,81.0,70.0,60.0,52.0,47.0,44.0,37.0,35.0,28.0,27.0,24.0,20.0,20.0,19.0,21.0,20.0,17.0,16.0,15.0,15.0,14.0,13.0,12.0,12.0,11.0,10.0,11.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,8.0,8.0,8.0,10.0,13.0,10.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
Low,95,82,83.0,81.0,84.0,87.0,86.0,79.0,74.0,73.0,73.0,66.0,79.0,73.0,76.0,70.0,75.0,71.0,75.0,73.0,67.0,68.0,63.0,59.0,71.0,66.0,67.0,65.0,67.0,63.0,69.0,68.0,67.0,66.0,64.0,55.0,65.0,63.0,64.0,65.0,62.0,64.0,65.0,64.0,63.0,62.0,62.0,63.0,74.0,72.0,75.0,74.0,71.0,68.0,71.0,68.0,65.0,61.0,60.0,56.0,66.0,65.0,65.0,65.0,66.0,69.0,69.0,69.0,68.0,66.0,64.0,60.0,67.0,69.0,67.0,69.0,65.0,60.0,71.0,68.0,64.0,60.0,61.0,56.0,67.0,61.0,67.0,66.0,63.0,67.0,65.0,65.0,61.0,60.0,58.0,56.0,64.0,62.0,68.0,69.0,63.0,65.0,66.0,64.0,64.0,62.0,60.0,55.0,67.0,65.0,65.0,68.0,65.0,65.0,66.0,68.0,65.0,62.0,61.0,59.0,70.0,71.0,70.0,70.0,67.0,65.0,71.0,68.0,65.0,66.0,63.0,60.0,71.0,69.0,71.0,71.0,71.0,73.0,75.0,71.0,71.0,70.0,67.0,63.0,78.0,75.0,75.0,74.0,73.0,76.0,72.0,69.0,71.0,70.0,68.0,60.0,80.0,77.0,77.0,76.0,77.0,78.0,76.0,78.0,75.0,76.0,75.0,68.0,81.0,80.0,78.0,83.0,79.0,78.0,76.0,79.0,74.0,73.0,75.0,68.0,82.0,81.0,81.0,79.0,77.0,78.0,77.0,79.0,78.0,76.0,73.0,67.0,83.0,81.0,70.0,72.0,83.0,83.0,88.0,84.0,84.0,80.0,73.0,74.0,88.0,82.0,80.0,84.0,85.0,81.0,81.0,84.0,83.0,83.0,83.0,78.0,90.0,94.0,92.0,94.0,92.0,87.0,90.0,95.0,93.0,87.0,88.0,89.0,100.0,100.0,100.0,96.0
Olympic Mascot,0,7,8.0,3.0,7.0,5.0,18.0,100.0,14.0,4.0,9.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,5.0,4.0,4.0,2.0,19.0,3.0,8.0,30.0,7.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,6.0,3.0,7.0,4.0,2.0,4.0,2.0,3.0,1.0,5.0,4.0,2.0,20.0,7.0,5.0,6.0,6.0,10.0,10.0,14.0,27.0,96.0,11.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,10.0,50.0,14.0,4.0,35.0,25.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,6.0,5.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,7.0,6.0,9.0,12.0,23.0,34.0,88.0,78.0,13.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,17.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,10.0,36.0,7.0,2.0,3.0,2.0,2.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,29.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,23.0,22.0,6.0,2.0,2.0,2.0,4.0,17.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,6.0,3.0,3.0,2.0,2.0,1.0
Georgia Mascot,0,75,0.0,44.0,0.0,0.0,45.0,0.0,35.0,67.0,57.0,0.0,100.0,40.0,30.0,34.0,19.0,13.0,0.0,46.0,26.0,9.0,23.0,20.0,38.0,18.0,9.0,0.0,0.0,18.0,25.0,25.0,11.0,36.0,29.0,26.0,23.0,21.0,8.0,23.0,26.0,10.0,15.0,26.0,28.0,17.0,24.0,21.0,17.0,16.0,20.0,10.0,17.0,24.0,15.0,29.0,35.0,28.0,15.0,55.0,9.0,17.0,15.0,12.0,15.0,11.0,5.0,13.0,20.0,29.0,32.0,21.0,22.0,13.0,17.0,15.0,9.0,4.0,12.0,18.0,33.0,29.0,22.0,15.0,11.0,16.0,6.0,11.0,16.0,10.0,12.0,17.0,25.0,28.0,27.0,19.0,11.0,10.0,11.0,9.0,10.0,8.0,14.0,18.0,31.0,20.0,25.0,23.0,17.0,12.0,26.0,11.0,14.0,6.0,8.0,22.0,35.0,19.0,24.0,13.0,23.0,11.0,15.0,8.0,15.0,9.0,10.0,16.0,29.0,21.0,36.0,30.0,33.0,20.0,33.0,17.0,18.0,10.0,11.0,17.0,33.0,28.0,21.0,17.0,14.0,14.0,10.0,14.0,13.0,12.0,13.0,14.0,30.0,22.0,16.0,15.0,10.0,13.0,18.0,12.0,13.0,10.0,13.0,16.0,32.0,29.0,24.0,23.0,62.0,15.0,21.0,12.0,14.0,11.0,12.0,13.0,27.0,21.0,22.0,23.0,52.0,12.0,19.0,15.0,15.0,12.0,10.0,24.0,31.0,25.0,30.0,21.0,15.0,13.0,9.0,11.0,16.0,10.0,10.0,11.0,17.0,18.0,12.0,15.0,9.0,9.0,14.0,20.0,9.0,8.0,9.0,13.0,21.0,26.0,21.0,21.0,51.0,16.0,25.0,19.0,15.0,12.0,11.0,16.0,27.0,28.0,30.0,18.0,56.0,13.0,17.0,12.0
Tennessee Mascot,0,0,0.0,46.0,0.0,0.0,0.0,32.0,37.0,0.0,36.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,0.0,40.0,0.0,0.0,30.0,32.0,24.0,0.0,35.0,20.0,0.0,29.0,0.0,64.0,17.0,20.0,0.0,27.0,0.0,13.0,19.0,16.0,0.0,14.0,44.0,22.0,7.0,23.0,30.0,7.0,28.0,12.0,0.0,0.0,0.0,19.0,25.0,40.0,17.0,15.0,9.0,0.0,25.0,19.0,5.0,0.0,13.0,15.0,41.0,34.0,19.0,19.0,25.0,12.0,39.0,20.0,9.0,14.0,8.0,20.0,53.0,35.0,22.0,21.0,14.0,19.0,23.0,16.0,18.0,7.0,13.0,22.0,42.0,31.0,27.0,19.0,16.0,12.0,12.0,9.0,15.0,16.0,12.0,22.0,58.0,27.0,15.0,15.0,14.0,11.0,22.0,13.0,9.0,16.0,11.0,21.0,32.0,31.0,26.0,13.0,13.0,11.0,33.0,12.0,10.0,8.0,12.0,22.0,37.0,25.0,31.0,17.0,21.0,19.0,17.0,15.0,16.0,14.0,18.0,16.0,53.0,44.0,35.0,29.0,23.0,16.0,37.0,15.0,19.0,13.0,11.0,19.0,68.0,53.0,27.0,25.0,15.0,15.0,43.0,16.0,17.0,22.0,12.0,21.0,49.0,23.0,22.0,23.0,19.0,18.0,35.0,11.0,17.0,17.0,15.0,16.0,34.0,29.0,25.0,14.0,21.0,27.0,50.0,17.0,14.0,17.0,14.0,19.0,44.0,38.0,28.0,19.0,29.0,20.0,11.0,18.0,22.0,13.0,21.0,17.0,24.0,24.0,17.0,13.0,18.0,11.0,18.0,18.0,14.0,14.0,18.0,16.0,34.0,28.0,27.0,23.0,30.0,21.0,44.0,22.0,22.0,20.0,10.0,19.0,53.0,100.0,63.0,40.0,25.0,24.0,55.0,24.0
Ohio State Mascot,0,0,0.0,0.0,29.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,17.0,31.0,0.0,17.0,9.0,8.0,11.0,0.0,0.0,24.0,75.0,48.0,15.0,48.0,16.0,34.0,31.0,28.0,0.0,9.0,9.0,17.0,23.0,25.0,17.0,13.0,10.0,5.0,12.0,0.0,8.0,0.0,8.0,32.0,16.0,3.0,7.0,11.0,5.0,23.0,9.0,0.0,3.0,0.0,3.0,23.0,18.0,5.0,18.0,20.0,6.0,20.0,8.0,7.0,2.0,9.0,5.0,98.0,29.0,22.0,15.0,20.0,12.0,30.0,5.0,7.0,0.0,4.0,10.0,17.0,11.0,17.0,10.0,8.0,12.0,20.0,10.0,8.0,7.0,6.0,8.0,16.0,14.0,16.0,9.0,10.0,10.0,20.0,14.0,7.0,7.0,7.0,9.0,15.0,13.0,15.0,19.0,16.0,10.0,12.0,11.0,6.0,3.0,4.0,7.0,14.0,12.0,22.0,24.0,100.0,23.0,23.0,12.0,12.0,6.0,8.0,7.0,30.0,24.0,20.0,11.0,12.0,5.0,8.0,9.0,6.0,5.0,5.0,8.0,17.0,25.0,24.0,12.0,20.0,9.0,9.0,7.0,9.0,7.0,7.0,10.0,17.0,20.0,20.0,22.0,10.0,10.0,16.0,7.0,8.0,5.0,9.0,9.0,24.0,17.0,21.0,16.0,15.0,9.0,13.0,11.0,8.0,6.0,6.0,10.0,21.0,16.0,23.0,34.0,12.0,7.0,5.0,8.0,9.0,7.0,3.0,5.0,8.0,10.0,7.0,9.0,20.0,3.0,10.0,4.0,2.0,5.0,4.0,6.0,15.0,13.0,15.0,6.0,16.0,5.0,14.0,8.0,7.0,5.0,4.0,8.0,19.0,17.0,19.0,15.0,24.0,8.0,11.0,7.0
